,Combine Year,Player,Pos,40yd,115yd
2217,2014,Trai Turner,OG,4.93,11.83
2218,2011,Ryan Bartholomew,C,4.93,11.83
2219,2018,Ryan Izzo,TE,4.94,11.85
2220,2016,Jason Spriggs,OT,4.94,11.85
2221,2013,Nicholas Williams,DT,4.94,11.85
2222,2016,Bryce Williams,TE,4.94,11.85
2223,2015,Shane Carden,QB,4.94,11.85
2224,2011,Lee Smith,TE,4.94,11.85
2225,2013,Jesse Williams,DT,4.94,11.85
2226,2012,B.J. Coleman,QB,4.94,11.85
2227,2018,Mike Badgley,K,4.94,11.85
2228,2017,Fadol Brown,DE,4.94,11.85
2229,2012,Donald Stephenson,OT,4.94,11.85
2230,2016,Jacoby Brissett,QB,4.94,11.85
2231,2013,Justice Cunningham,TE,4.94,11.85
2232,2015,Jalston Fowler,FB,4.94,11.85
2233,2013,Mike Glennon,QB,4.94,11.85
2234,2014,A.J. McCarron,QB,4.94,11.85
2235,2013,Philip Lutzenkirchen,TE,4.94,11.85
2236,2016,Giorgio Newberry,DE,4.94,11.85
2237,2014,Dustin Vaughan,QB,4.95,11.88
2238,2013,Vinston Painter,OT,4.95,11.88
2239,2014,Tevin Mims,DE,4.95,11.88
2240,2020,Brian Lewerke,QB,4.95,11.88
2241,2011,Martin Parker,DT,4.95,11.88
2242,2011,Cameron Heyward,DE,4.95,11.88
2243,2014,J.C. Copeland,FB,4.95,11.88
2244,2019,Kingsley Keke,DL,4.95,11.88
2245,2013,Damontre Moore,DE,4.95,11.88
2246,2016,Drew Kaser,P,4.95,11.88
2247,2015,Aaron Davis,OLB,4.95,11.88
2248,2013,Tyler Wilson,QB,4.95,11.88
2249,2018,Kolton Miller,OT,4.95,11.88
2250,2016,Quinton Jefferson,DT,4.95,11.88
2251,2018,Daron Payne,DT,4.95,11.88
2252,2020,Kendall Coleman,DL,4.95,11.88
2253,2013,Kapron Lewis-Moore,DT,4.95,11.88
2254,2018,Kurt Benkert,QB,4.95,11.88
2255,2015,Taiwan Jones,ILB,4.95,11.88
2256,2014,D.J. Tialavea,TE,4.95,11.88
2257,2016,Jimmy Landes,LS,4.95,11.88
2258,2013,Alvin Bailey,OG,4.95,11.88
2259,2018,Bilal Nichols,DT,4.95,11.88
2260,2017,Garrett Bolles,OT,4.95,11.88
2261,2019,Kendall Blanton,TE,4.95,11.88
2262,2014,Tyler Starr,OLB,4.95,11.88
2263,2016,Joe Thuney,OT,4.95,11.88
2264,2011,Muhammad Wilkerson,DT,4.96,11.9
2265,2011,Ryan Winterswyk,DE,4.96,11.9
2266,2012,Blair Walsh,K,4.96,11.9
2267,2019,Andre Dillard,OT,4.96,11.9
2268,2016,Luther Maddy,DT,4.96,11.9
2269,2012,Jamaar Jarrett,DE,4.96,11.9
2270,2016,Ka'Imi Fairbairn,K,4.96,11.9
2271,2020,Jared Pinkney,TE,4.96,11.9
2272,2011,Nate Solder,OT,4.96,11.9
2273,2016,Jaden Oberkrom,K,4.96,11.9
2274,2016,Shawn Oakman,DE,4.96,11.9
2275,2016,Roberto Aguayo,K,4.96,11.9
2276,2018,Joseph Noteboom,OT,4.96,11.9
2277,2015,Louis Trinca-Pasat,DT,4.96,11.9
2278,2012,Matt Kalil,OT,4.96,11.9
2279,2017,Charles Walker,DT,4.96,11.9
2280,2013,William Gholston,DE,4.96,11.9
2281,2011,Lawrence Guy,DT,4.96,11.9
2282,2015,Jameis Winston,QB,4.97,11.93
2283,2015,Leonard Williams,DT,4.97,11.93
2284,2013,Brad Sorensen,QB,4.97,11.93
2285,2017,Hayden Plinke,TE,4.97,11.93
2286,2016,Kris Frost,OLB,4.97,11.93
2287,2020,Chauncey Rivers,DL,4.97,11.93
2288,2017,Larry Ogunjobi,DE,4.97,11.93
2289,2015,Henry Anderson,DE,4.97,11.93
2290,2014,Matt Patchan,OT,4.97,11.93
2291,2011,Corey Liuget,DT,4.97,11.93
2292,2014,Jimmy Garoppolo,QB,4.97,11.93
2293,2014,Tom Savage,QB,4.97,11.93
2294,2015,Chad Hamilton,C,4.97,11.93
2295,2012,DaJohn Harris,DT,4.97,11.93
2296,2012,J.R. Sweezy,DT,4.97,11.93
2297,2013,Alex Dunnachie,P,4.97,11.93
2298,2019,Gardner Minshew,QB,4.97,11.93
2299,2014,Kerry Wynn,DE,4.97,11.93
2300,2013,D.C. Jefferson,TE,4.97,11.93
2301,2015,Ryan Delaire,DE,4.97,11.93
2302,2015,Cameron Clear,OT,4.98,11.95
2303,2016,Caleb Benenoch,OT,4.98,11.95
2304,2018,Trevor Daniel,P,4.98,11.95
2305,2011,Stephen Paea,DT,4.98,11.95
2306,2016,Lawrence Thomas,DT,4.98,11.95
2307,2014,Ego Ferguson,DT,4.98,11.95
2308,2015,Cedric Ogbuehi,OT,4.98,11.95
2309,2015,Ali Marpet,OG,4.98,11.95
2310,2019,Terrill Hanks,LB,4.98,11.95
2311,2018,Riley Ferguson,QB,4.98,11.95
2312,2012,Desmond Wynn,OG,4.98,11.95
2313,2020,McTelvin Agim,DL,4.98,11.95
2314,2013,Stacy McGee,DT,4.98,11.95
2315,2016,Lachlan Edwards,P,4.98,11.95
2316,2015,Eric Tomlinson,TE,4.98,11.95
2317,2017,Jessamen Dunker,OG,4.98,11.95
2318,2018,Taven Bryan,DT,4.98,11.95
2319,2014,Brent Urban,DE,4.98,11.95
2320,2014,Ed Stinson,DE,4.98,11.95
2321,2013,Ryan Allen,P,4.98,11.95
2322,2011,Terrell McClain,DT,4.98,11.95
2323,2018,Tanner Lee,QB,4.98,11.95
2324,2014,David Fales,QB,4.99,11.97
2325,2016,D.J. Pettway,DE,4.99,11.97
2326,2013,Brian Schwenke,C,4.99,11.97
2327,2014,George Uko,DT,4.99,11.97
2328,2015,Derrick Lott,DT,4.99,11.97
2329,2013,Chris Pantale,TE,4.99,11.97
2330,2017,Eddie Vanderdoes,DT,4.99,11.97
2331,2015,Tony Washington,OLB,4.99,11.97
2332,2015,Jerry Lovelocke,QB,4.99,11.97
2333,2018,B.J. Hill,DT,4.99,11.97
2334,2011,Cameron Graham,TE,5.0,12.0
2335,2016,Willie Henry,DT,5.0,12.0
2336,2011,Derek Newton,OT,5.0,12.0
2337,2020,Kevin Davidson,QB,5.0,12.0
2338,2016,Jack Conklin,OT,5.0,12.0
2339,2011,Danny Aiken,LS,5.0,12.0
2340,2018,Tanner Carew,LS,5.0,12.0
2341,2015,Darius Philon,DT,5.0,12.0
2342,2012,Vontaze Burfict,ILB,5.0,12.0
2343,2014,Keith Wenning,QB,5.0,12.0
2344,2019,Zach Allen,DL,5.0,12.0
2345,2017,Jonathan Allen,DT,5.0,12.0
2346,2012,Rennie Moore,DT,5.0,12.0
2347,2012,Jerel Worthy,DT,5.0,12.0
2348,2013,Zach Boren,FB,5.0,12.0
2349,2012,DeAngelo Tyson,DT,5.0,12.0
2350,2012,Brett Roy,DT,5.0,12.0
2351,2019,Dan Godsil,LS,5.0,12.0
2352,2017,Forrest Lamp,OG,5.0,12.0
2353,2012,Kheeston Randall,DT,5.0,12.0
2354,2016,Jake Brendel,C,5.01,12.02
2355,2019,Khalen Saunders,DL,5.01,12.02
2356,2016,Ufomba Kamalu,DE,5.01,12.02
2357,2012,Tom Compton,OT,5.01,12.02
2358,2015,Corey Crawford,DE,5.01,12.02
2359,2013,Bruce Taylor,ILB,5.01,12.02
2360,2012,Trevor Guyton,DE,5.01,12.02
2361,2020,James Lynch,DL,5.01,12.02
2362,2015,Jake Fisher,OT,5.01,12.02
2363,2012,Devon Still,DT,5.01,12.02
2364,2020,Jake Fromm,QB,5.01,12.02
2365,2019,Renell Wren,DL,5.01,12.02
2366,2014,Michael Schofield,OT,5.01,12.02
2367,2012,Derek Dimke,K,5.02,12.05
2368,2015,Will Johnson,P,5.02,12.05
2369,2016,Hassan Ridgeway,DT,5.02,12.05
2370,2015,Joey Iosefa,FB,5.02,12.05
2371,2012,Josh Chapman,DT,5.02,12.05
2372,2015,Angelo Blackson,DT,5.02,12.05
2373,2016,Cody Whitehair,OT,5.02,12.05
2374,2019,Iosua Opeta,OL,5.02,12.05
2375,2015,Jared Roberts,K,5.02,12.05
2376,2013,Sheldon Richardson,DT,5.02,12.05
2377,2015,Rakeem Nunez-Roches,DT,5.02,12.05
2378,2016,Joel Heath,DT,5.02,12.05
2379,2014,Chris Whaley,DT,5.02,12.05
2380,2012,Joe Looney,OG,5.02,12.05
2381,2016,Nate Sudfeld,QB,5.02,12.05
2382,2020,Jordan Elliott,DL,5.02,12.05
2383,2019,Cece Jefferson,EDGE,5.02,12.05
2384,2020,Jack Driscoll,OL,5.02,12.05
2385,2014,Khyri Thornton,DT,5.03,12.07
2386,2018,Andrew Brown,DE,5.03,12.07
2387,2016,Chris Jones,DT,5.03,12.07
2388,2015,Anthony Boone,QB,5.03,12.07
2389,2015,Hroniss Grasu,C,5.03,12.07
2390,2013,Jeff Baca,OG,5.03,12.07
2391,2016,Matt Ioannidis,DT,5.03,12.07
2392,2016,Maliek Collins,DT,5.03,12.07
2393,2011,Jarriel King,OT,5.03,12.07
2394,2016,Ryan Kelly,C,5.03,12.07
2395,2016,Sheldon Rankins,DT,5.03,12.07
2396,2011,Jarvis Jenkins,DT,5.03,12.07
2397,2013,Sylvester Williams,DT,5.03,12.07
2398,2020,Terence Steele,OL,5.03,12.07
2399,2014,Jonathan Brown,OLB,5.03,12.07
2400,2014,Kelcy Quarles,DT,5.03,12.07
2401,2017,Danny Isidora,OG,5.03,12.07
2402,2011,Wayne Daniels,OLB,5.03,12.07
2403,2012,Drew Butler,P,5.04,12.09
2404,2019,Christian Wilkins,DL,5.04,12.09
2405,2020,Marlon Davidson,DL,5.04,12.09
2406,2011,Jurrell Casey,DT,5.04,12.09
2407,2019,Dwayne Haskins,QB,5.04,12.09
2408,2020,A.J. Epenesa,DL,5.04,12.09
2409,2020,Raequan Williams,DL,5.04,12.09
2410,2019,Trysten Hill,DL,5.04,12.09
2411,2015,Laurence Gibson,OT,5.04,12.09
2412,2017,Ben Braden,OG,5.04,12.09
2413,2014,Seantrel Henderson,OT,5.04,12.09
2414,2015,Nick Boyle,TE,5.04,12.09
2415,2016,Riley Dixon,P,5.04,12.09
2416,2015,Mike Bennett,DT,5.04,12.09
2417,2017,D.J. Jones,DT,5.04,12.09
2418,2014,Xavier Su'a-Filo,OG,5.04,12.09
2419,2014,Tom Hornsey,P,5.05,12.12
2420,2020,Jedrick Wills,OL,5.05,12.12
2421,2019,Oli Udoh,OT,5.05,12.12
2422,2012,Marcus Forston,DT,5.05,12.12
2423,2016,Gionni Paul,ILB,5.05,12.12
2424,2016,Nick O'Toole,P,5.05,12.12
2425,2013,Tyler Bray,QB,5.05,12.12
2426,2018,Connor Williams,OT,5.05,12.12
2427,2020,Saahdiq Charles,OL,5.05,12.12
2428,2019,Tytus Howard,OT,5.05,12.12
2429,2013,Eric Fisher,OT,5.05,12.12
2430,2015,Malcom Brown,DT,5.05,12.12
2431,2019,Dexter Lawrence,DL,5.05,12.12
2432,2013,Luke Ingram,LS,5.05,12.12
2433,2016,Andrew Billings,DT,5.05,12.12
2434,2016,Deforest Buckner,DE,5.05,12.12
2435,2019,Kaleb McGary,OT,5.05,12.12
2436,2020,Larrell Murchison,DL,5.05,12.12
2437,2015,Brandon Scherff,OT,5.05,12.12
2438,2013,Ryan Nassib,QB,5.06,12.14
2439,2015,Arik Armstead,DE,5.06,12.14
2440,2012,Shawn Powell,P,5.06,12.14
2441,2015,Spencer Roth,P,5.06,12.14
2442,2012,Patrick Witt,QB,5.06,12.14
2443,2011,Jake Rogers,K,5.06,12.14
2444,2012,Cory Harkey,TE,5.06,12.14
2445,2011,Henry Hynoski,FB,5.06,12.14
2446,2014,Zach Kerr,DT,5.06,12.14
2447,2014,Timmy Jernigan,DT,5.06,12.14
2448,2013,Everett Dawkins,DT,5.06,12.14
2449,2011,Josh Jasper,K,5.06,12.14
2450,2020,Matt Peart,OL,5.06,12.14
2451,2014,Jay Bromley,DT,5.06,12.14
2452,2015,B.J. Dubose,DE,5.06,12.14
2453,2015,Grady Jarrett,DT,5.06,12.14
2454,2013,Josh Hubner,P,5.06,12.14
2455,2011,T.J. Yates,QB,5.06,12.14
2456,2016,Kenny Clark,DT,5.06,12.14
2457,2013,Earl Watford,OG,5.06,12.14
2458,2015,Sam Ficken,K,5.06,12.14
2459,2018,Matt Dickerson,DE,5.06,12.14
2460,2013,Abry Jones,DT,5.06,12.14
2461,2011,Chris Neild,DT,5.06,12.14
2462,2011,Drake Nevis,DT,5.06,12.14
2463,2018,Trenton Thompson,DT,5.06,12.14
2464,2016,Branden Jackson,DE,5.06,12.14
2465,2013,Jonathan Cooper,OG,5.07,12.17
2466,2019,Deion Calhoun,OL,5.07,12.17
2467,2020,Rashard Lawrence II,DL,5.07,12.17
2468,2015,Gabe Wright,DT,5.07,12.17
2469,2013,Tanner Hawkinson,OT,5.07,12.17
2470,2020,Austin Jackson,OL,5.07,12.17
2471,2013,Brandon Jenkins,DE,5.07,12.17
2472,2017,Vincent Taylor,DT,5.07,12.17
2473,2020,Blake Ferguson,LS,5.07,12.17
2474,2015,Carl Davis,DT,5.07,12.17
2475,2011,Mike Person,OG,5.07,12.17
2476,2016,Sheldon Day,DT,5.07,12.17
2477,2014,Jake Matthews,OT,5.07,12.17
2478,2013,Kawann Short,DT,5.08,12.19
2479,2015,Greg Mancz,C,5.08,12.19
2480,2013,Bennie Logan,DT,5.08,12.19
2481,2012,Markus Zusevics,OT,5.08,12.19
2482,2019,Kevin Givens,DL,5.08,12.19
2483,2013,Jared Smith,DT,5.08,12.19
2484,2015,Jamon Brown,OT,5.08,12.19
2485,2019,Demarcus Christmas,DL,5.08,12.19
2486,2015,Kyle Loomis,P,5.08,12.19
2487,2017,Sefo Liufau,QB,5.08,12.19
2488,2012,Cordy Glenn,OT,5.08,12.19
2489,2020,Jon Runyan,OL,5.08,12.19
2490,2020,Cesar Ruiz,OL,5.08,12.19
2491,2013,David Quessenberry,OT,5.08,12.19
2492,2013,Dallas Thomas,OT,5.08,12.19
2493,2013,Chris Faulk,OT,5.08,12.19
2494,2018,Nathan Shepherd,DT,5.09,12.21
2495,2018,Scott Quessenberry,C,5.09,12.21
2496,2013,J.C. Tretter,OG,5.09,12.21
2497,2020,Arryn Siposs,P,5.09,12.21
2498,2020,Alex Taylor,OL,5.09,12.21
2499,2011,John Graves,DT,5.09,12.21
2500,2018,Mike White,QB,5.09,12.21
2501,2019,Ryan Bates,OL,5.09,12.21
2502,2011,Phil Taylor,DT,5.09,12.21
2503,2014,Shayne Skov,ILB,5.09,12.21
2504,2015,Terry Poole,OT,5.09,12.21
2505,2018,Justin Jones,DT,5.09,12.21
2506,2019,Isaiah Prince,OT,5.09,12.21
2507,2014,Brandon Thomas,OG,5.09,12.21
2508,2014,Kerry Hyder,DT,5.1,12.24
2509,2015,La'el Collins,OT,5.1,12.24
2510,2019,Daylon Mack,DL,5.1,12.24
2511,2016,Mehdi Abdesmad,DE,5.1,12.24
2512,2016,Will Monday,P,5.1,12.24
2513,2014,Tenny Palepoi,DT,5.1,12.24
2514,2018,Vita Vea,DT,5.1,12.24
2515,2014,Richie Leone,P,5.1,12.24
2516,2014,Weston Richburg,C,5.1,12.24
2517,2020,Nick Harris,OL,5.1,12.24
2518,2018,Skyler Phillips,OG,5.1,12.24
2519,2020,Mekhi Becton,OL,5.1,12.24
2520,2014,Wesley Johnson,C,5.11,12.26
2521,2017,Nazair Jones,DT,5.11,12.26
2522,2011,Orlando Franklin,OT,5.11,12.26
2523,2020,Shane Lemieux,OL,5.11,12.26
2524,2016,Jihad Ward,DT,5.11,12.26
2525,2017,Dion Dawkins,OG,5.11,12.26
2526,2013,Landry Jones,QB,5.11,12.26
2527,2013,Hugh Thornton,OG,5.11,12.26
2528,2016,Connor McGovern,OG,5.11,12.26
2529,2014,Deandre Coleman,DT,5.12,12.29
2530,2012,Loni Fangupo,DT,5.12,12.29
2531,2020,Raekwon Davis,DL,5.12,12.29
2532,2016,Christian Westerman,OG,5.12,12.29
2533,2011,Ryan Colburn,QB,5.12,12.29
2534,2011,Kris O'Dowd,C,5.12,12.29
2535,2015,Trevor Pardula,P,5.12,12.29
2536,2013,Justin Pugh,OT,5.12,12.29
2537,2019,Trey Pipkins,OT,5.12,12.29
2538,2016,Max Tuerk,C,5.12,12.29
2539,2011,Mike Pouncey,OG,5.12,12.29
2540,2019,Albert Huggins,DL,5.12,12.29
2541,2019,Dre'Mont Jones,DL,5.12,12.29
2542,2012,Travian Robertson,DT,5.12,12.29
2543,2015,D.J. Humphries,OT,5.12,12.29
2544,2015,Deon Simon,DT,5.12,12.29
2545,2011,Julian Vandervelde,OG,5.12,12.29
2546,2011,Nathan Enderle,QB,5.12,12.29
2547,2019,Jonah Williams,OT,5.12,12.29
2548,2012,Rishaw Johnson,OG,5.12,12.29
2549,2019,Javon Patterson,OL,5.13,12.31
2550,2013,Bobby Cowan,P,5.13,12.31
2551,2020,John Molchon,OL,5.13,12.31
2552,2019,Chris Slayton,DL,5.13,12.31
2553,2016,Graham Glasgow,C,5.13,12.31
2554,2017,Ryan Glasgow,DT,5.13,12.31
2555,2017,Elijah Qualls,DT,5.13,12.31
2556,2013,Edmund Kugbila,OG,5.13,12.31
2557,2014,Gabe Ikard,C,5.13,12.31
2558,2012,Brandon Mosley,OT,5.14,12.33
2559,2013,Josh Boyd,DT,5.14,12.33
2560,2015,Will Baumann,P,5.14,12.33
2561,2015,T.J. Clemmings,OT,5.14,12.33
2562,2012,Brandon Washington,OG,5.14,12.33
2563,2017,Caleb Brantley,DT,5.14,12.33
2564,2013,Star Lotulelei,DT,5.14,12.33
2565,2012,Nick Foles,QB,5.14,12.33
2566,2013,Stephane Milhim,OG,5.14,12.33
2567,2015,Mitch Morse,OG,5.14,12.33
2568,2015,Sean Mannion,QB,5.14,12.33
2569,2011,Jeremy Beal,DE,5.14,12.33
2570,2019,Jonathan Ledbetter,DL,5.14,12.33
2571,2013,Reid Fragel,OT,5.14,12.33
2572,2020,DaVon Hamilton,DL,5.14,12.33
2573,2013,Akeem Spence,DT,5.15,12.36
2574,2019,Dontavius Russell,DL,5.15,12.36
2575,2018,Will Hernandez,OG,5.15,12.36
2576,2017,Ethan Pocic,C,5.15,12.36
2577,2020,Leki Fotu,DL,5.15,12.36
2578,2017,Antonio Garcia,OT,5.15,12.36
2579,2017,Cam Robinson,OT,5.15,12.36
2580,2015,Cameron Erving,C,5.15,12.36
2581,2018,Austin Corbett,OG,5.15,12.36
2582,2018,Kahlil McKenzie,DT,5.15,12.36
2583,2017,Sean Harlow,OG,5.15,12.36
2584,2016,Ronald Blair,DE,5.15,12.36
2585,2014,Jonotthan Harrison,C,5.15,12.36
2586,2016,Devaunte Sigler,DT,5.15,12.36
2587,2019,Isaiah Buggs,DL,5.15,12.36
2588,2015,Chaz Green,OT,5.16,12.38
2589,2014,Zach Fulton,OG,5.16,12.38
2590,2017,Corey Levin,OG,5.16,12.38
2591,2018,Jojo Wicker,DE,5.16,12.38
2592,2012,Riley Reiff,OT,5.16,12.38
2593,2020,Charlie Heck,OL,5.16,12.38
2594,2018,Deadrin Senat,DT,5.16,12.38
2595,2018,Zaycoven Henderson,DT,5.16,12.38
2596,2020,Derrick Brown,DL,5.16,12.38
2597,2014,Billy Turner,OT,5.16,12.38
2598,2016,Le'Raven Clark,OT,5.16,12.38
2599,2014,Eathyn Manumaleuna,DT,5.16,12.38
2600,2014,Spencer Long,OG,5.16,12.38
2601,2015,Josh Lambo,K,5.16,12.38
2602,2019,Greg Gaines,DL,5.16,12.38
2603,2012,Ryan Miller,OG,5.16,12.38
2604,2016,Joe Haeg,OT,5.16,12.38
2605,2015,Leon Orr,DT,5.16,12.38
2606,2012,Peter Konz,C,5.16,12.38
2607,2019,Byron Cowart,DL,5.16,12.38
2608,2015,Bobby Richardson,DT,5.16,12.38
2609,2019,Devon Johnson,OT,5.16,12.38
2610,2016,Rees Odhiambo,OT,5.17,12.41
2611,2013,Ricky Wagner,OT,5.17,12.41
2612,2012,Philip Blake,C,5.17,12.41
2613,2020,Hakeem Adeniji,OL,5.17,12.41
2614,2015,Jordan Phillips,DT,5.17,12.41
2615,2015,Kyle Brindza,K,5.17,12.41
2616,2012,Jeff Allen,OT,5.17,12.41
2617,2016,Fahn Cooper,OT,5.17,12.41
2618,2016,Adolphus Washington,DT,5.17,12.41
2619,2014,James Stone,C,5.17,12.41
2620,2014,Tyler Larsen,C,5.17,12.41
2621,2011,Zack Williams,C,5.18,12.43
2622,2017,Conor McDermott,OT,5.18,12.43
2623,2019,Paul Adams,OT,5.18,12.43
2624,2015,Tyeler Davison,DT,5.18,12.43
2625,2016,Joe Dahl,OT,5.18,12.43
2626,2011,Brandon Fusco,C,5.18,12.43
2627,2020,Darrion Daniels,DL,5.18,12.43
2628,2016,Shon Coleman,OT,5.18,12.43
2629,2011,Gabe Carimi,OT,5.18,12.43
2630,2014,Matt Armstrong,C,5.18,12.43
2631,2014,Daniel McCullers,DT,5.18,12.43
2632,2019,Jackson Barton,OT,5.18,12.43
2633,2017,Taylor Moton,OT,5.18,12.43
2634,2014,Steven Clark,P,5.18,12.43
2635,2014,Russell Bodine,OG,5.18,12.43
2636,2016,Antwaun Woods,NT,5.18,12.43
2637,2011,Derek Sherrod,OT,5.18,12.43
2638,2020,Matt Hennessy,OL,5.18,12.43
2639,2015,Bradley Pinion,P,5.18,12.43
2640,2012,David Molk,C,5.18,12.43
2641,2011,Caleb Schlauderaff,OG,5.18,12.43
2642,2015,Andrus Peat,OT,5.18,12.43
2643,2011,DeMarcus Love,OT,5.18,12.43
2644,2011,Steve Schilling,OG,5.18,12.43
2645,2012,Bobby Massie,OT,5.18,12.43
2646,2013,David Bakhtiari,OT,5.18,12.43
2647,2015,Jarvis Harrison,OG,5.19,12.45
2648,2012,James Brown,OG,5.19,12.45
2649,2017,Colin Holba,LS,5.19,12.45
2650,2017,Dalvin Tomlinson,DT,5.19,12.45
2651,2016,Kyle Murphy,OT,5.19,12.45
2652,2016,Isaac Seumalo,OG,5.19,12.45
2653,2014,Justin Britt,OT,5.19,12.45
2654,2012,Andrew Datko,OT,5.19,12.45
2655,2012,Tony Bergstrom,OT,5.19,12.45
2656,2011,Kenrick Ellis,DT,5.19,12.45
2657,2016,Vincent Valentine,DT,5.19,12.45
2658,2019,Terry Beckner,DL,5.19,12.45
2659,2015,Takoby Cofield,OT,5.19,12.45
2660,2014,Ryan Groy,OG,5.19,12.45
2661,2015,J.T. Surratt,DT,5.19,12.45
2662,2019,Chuma Edoga,OT,5.19,12.45
2663,2016,A'Shawn Robinson,DT,5.2,12.48
2664,2019,Bobby Evans,OT,5.2,12.48
2665,2013,Joe Madsen,C,5.2,12.48
2666,2013,Braden Brown,OT,5.2,12.48
2667,2011,Ben Ijalana,OG,5.2,12.48
2668,2018,Colby Gossett,OG,5.2,12.48
2669,2019,Phil Haynes,OL,5.2,12.48
2670,2012,Brandon Thompson,DT,5.2,12.48
2671,2013,Nick Becton,OT,5.2,12.48
2672,2019,Ross Pierschbacher,OT,5.2,12.48
2673,2019,Hjalte Froholdt,OL,5.2,12.48
2674,2016,Darrell Greene,OG,5.2,12.48
2675,2016,Ronnie Stanley,OT,5.2,12.48
2676,2015,Mark Glowinski,OG,5.2,12.48
2677,2020,Tremayne Anchrum,OL,5.21,12.5
2678,2014,Josh Mauro,DE,5.21,12.5
2679,2015,Ellis McCarthy,DT,5.21,12.5
2680,2013,John Jenkins,DT,5.21,12.5
2681,2018,Harrison Phillips,DT,5.21,12.5
2682,2011,Anthony Castonzo,OT,5.21,12.5
2683,2019,Cody Ford,OT,5.21,12.5
2684,2013,Emmett Cleary,OT,5.21,12.5
2685,2011,James Brewer,OT,5.21,12.5
2686,2015,Trenton Brown,OG,5.21,12.5
2687,2020,Josiah Coatney,DL,5.21,12.5
2688,2019,Tyler Roemer,OT,5.21,12.5
2689,2016,Tyler Johnstone,OT,5.21,12.5
2690,2016,Jarran Reed,DT,5.21,12.5
2691,2011,Ian Williams,DT,5.21,12.5
2692,2012,Mike Brewster,C,5.22,12.53
2693,2018,Braden Smith,OG,5.22,12.53
2694,2011,James Carpenter,OT,5.22,12.53
2695,2020,Andrew Thomas,OL,5.22,12.53
2696,2020,Cordel Iwuagwu,OL,5.22,12.53
2697,2016,Alex Lewis,OT,5.22,12.53
2698,2011,Adrian Taylor,DT,5.22,12.53
2699,2016,Nick Martin,C,5.22,12.53
2700,2014,Zack Martin,OG,5.22,12.53
2701,2017,Jermaine Eluemunor,OG,5.22,12.53
2702,2016,Brandon Doughty,QB,5.22,12.53
2703,2013,Brian Winters,OG,5.22,12.53
2704,2016,Brandon Shell,OT,5.22,12.53
2705,2018,Jaryd Jones-Smith,OT,5.22,12.53
2706,2012,Kelechi Osemele,OT,5.22,12.53
2707,2016,John Theus,OT,5.22,12.53
2708,2020,Jonah Jackson,OL,5.23,12.55
2709,2018,Mason Cole,C,5.23,12.55
2710,2013,Montori Hughes,DT,5.23,12.55
2711,2019,Michael Deiter,OL,5.23,12.55
2712,2020,Darryl Williams,OL,5.23,12.55
2713,2019,Dennis Daley,OT,5.23,12.55
2714,2018,Tyrell Crosby,OT,5.23,12.55
2715,2016,Taylor Decker,OT,5.23,12.55
2716,2019,Nate Davis,OL,5.23,12.55
2717,2013,Xavier Nixon,OT,5.23,12.55
2718,2013,Jordan Hill,DT,5.23,12.55
2719,2019,Armon Watts,DL,5.23,12.55
2720,2017,Adam Bisnowaty,OT,5.23,12.55
2721,2017,Erik Austell,OG,5.23,12.55
2722,2012,Dustin Waldron,OT,5.23,12.55
2723,2016,Sterling Bailey,DE,5.23,12.55
2724,2012,Ronald Leary,OG,5.23,12.55
2725,2016,Laremy Tunsil,OT,5.23,12.55
2726,2013,Damion Square,DE,5.23,12.55
2727,2016,Jerald Hawkins,OT,5.23,12.55
2728,2016,Nile Lawrence-Stample,NT,5.24,12.57
2729,2020,Damien Lewis,OL,5.24,12.57
2730,2017,Tanzel Smart,DT,5.24,12.57
2731,2020,John Simpson,OL,5.24,12.57
2732,2015,Max Garcia,C,5.24,12.57
2733,2012,Justin Anderson,OT,5.24,12.57
2734,2017,Kyle Fuller,C,5.24,12.57
2735,2018,Coleman Shelton,C,5.24,12.57
2736,2018,Wyatt Teller,OG,5.24,12.57
2737,2013,Rogers Gaines,OT,5.24,12.57
2738,2019,Beau Benzschawel,OL,5.24,12.57
2739,2014,Corey Linsley,C,5.24,12.57
2740,2017,Dan Feeney,OG,5.24,12.57
2741,2018,Rod Taylor,OT,5.24,12.57
2742,2014,Anthony Johnson,DT,5.24,12.57
2743,2014,Shamar Stephen,DT,5.25,12.6
2744,2014,Kadeem Edwards,OG,5.25,12.6
2745,2018,Kendrick Norton,DT,5.25,12.6
2746,2013,Chris Barker,OG,5.25,12.6
2747,2014,Charles Leno,OG,5.25,12.6
2748,2015,Leterrius Walton,DT,5.25,12.6
2749,2013,Eric Herman,OG,5.25,12.6
2750,2011,Cedric Thornton,DT,5.25,12.6
2751,2015,B.J. Finney,C,5.25,12.6
2752,2012,Dave Teggart,K,5.25,12.6
2753,2013,Jordan Devey,OT,5.25,12.6
2754,2015,Jamil Douglas,OG,5.25,12.6
2755,2011,Jerrell Powe,DT,5.25,12.6
2756,2014,Jeff Mathews,QB,5.26,12.62
2757,2020,Justin Herron,OL,5.26,12.62
2758,2015,Rob Crisp,OT,5.26,12.62
2759,2016,Parker Ehinger,OT,5.26,12.62
2760,2014,Robert Thomas,DT,5.26,12.62
2761,2019,Derwin Gray,OT,5.26,12.62
2762,2012,Nate Potter,OT,5.26,12.62
2763,2016,Halapoulivaati Vaitai,OT,5.26,12.62
